ObjectID,GlobalID,ParentGlobalID,,Monitoring Date,Monitor Names,Location,Pool ID,Transect Axis,Total Transect Length,Notes,Distance Along Transect,Topo 0 (m),Zone,,CreationDate,Creator,EditDate,Editor
426,9ea8e971-e003-4962-b2bb-563698354afd,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,22,0.125,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
427,70cd3059-9b52-4474-befc-69bf8490b52e,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,24,0.11,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
428,966e08bc-324e-4a27-9a1e-2754447faed8,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,26,0.135,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
429,ad208cba-c87f-4655-893b-a7cfc512cb3f,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,,0,,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
430,6d9c2085-d3c8-4606-906a-8c5e0e8d5e26,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,28,0.12,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
431,c304c909-685d-48f4-97a5-5e2d55fa64ae,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,30,0.13,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
432,f4d675b8-ae98-413e-a76e-9fb4487b4bad,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,32,0.105,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
433,34c3860a-3a63-4dfe-b88c-5dd50fde8bc0,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,34,0.1,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
434,90783c60-c136-4997-ab5e-5852fe1158a5,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,36,0.065,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
435,e4357c6d-ae1f-4ca3-a026-e8072fc6f15e,56d8113c-9f43-4739-bb0d-d9e1231becdf,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,38,0.005,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
436,fccc7478-4257-4430-8f54-bc0646f2074b,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,40,0.03,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
437,bbbfa3c6-2842-45f2-8e83-c4d7d7cc6774,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,42,0,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
438,e650cad5-3d18-4169-82d1-280f19f06db9,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,44,0.26,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
439,da40f433-62da-4c62-a93b-d67e6e959d23,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,"emily, nancy",delsol_caminocorto,U,major,0,0,46,0.315,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
440,f994bc87-cd7e-454f-a135-2790e46c89ab,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,0,0.445,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
441,9405b69d-9e81-4e15-ad6f-540dbefa5ff4,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,2,0.305,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
442,8d03d758-d12d-4e39-9332-d45b730dd594,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,4,0.255,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
443,fec2ba07-b980-4352-b4d5-646f3dc740f6,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,6,0.125,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
444,57d08f84-966f-4497-93e9-0bb7e662dfa8,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,8,0.095,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
445,6e83a689-e98a-4cf4-a0c9-3d6b2926ccb3,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,10,0.045,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
446,989a0e92-12dd-44aa-84ad-ed22c76669c9,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,12,0.045,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
447,4c3245dd-ed82-44d2-aa3b-42780344fd76,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,14,0.135,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
448,9387da78-35c3-483a-bc49-e5dfa97f822a,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,16,0.135,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
449,428537e3-253b-4f59-b86d-e6388d9220da,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,,0,,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
450,84d78bc2-4b67-4e6d-bb73-7b151d441827,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,18,0.185,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
451,87e276e5-c731-4ebd-8ba1-910c3423e644,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,20,0.165,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
452,4df8d0a8-2ae2-4e75-8f00-387579cbd4d6,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,20,0.115,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
453,c6b81324-1837-4684-b050-8493f3b6b367,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,22,0.065,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
454,b77ebb94-954b-4eee-a26b-d6af548532be,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,24,0.02,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
455,f9079518-ac8d-43b5-9b18-fc8e01ac5ed6,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,26,0.015,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
456,11b4f9a3-6f26-4166-8bc4-ff74dca829ec,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,28,0.02,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
457,ef7c410b-1505-46f3-998d-8c7746866cf7,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,30,0.065,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
458,616481cd-726d-4e9d-ade2-f7dcb249f805,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,32,0.14,bottom,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
459,a778bcfb-e2cc-417d-a2c4-b2c569f6f18d,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,34,0.2,transition,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
460,62af05b7-2d1e-4f16-88b8-001517f4fc25,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,36,0.215,transition,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
461,1968979d-d07e-441f-8d69-c12b2ac90332,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,38,0.21,transition,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
462,463ba427-beab-421f-b61c-285e2ca200db,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,40,0.165,transition,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
463,bf389a7d-c7e8-4856-9e8c-abcff523ad78,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,42,0.125,transition,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
464,37ba2ade-0979-450f-8c79-53eaff2e3071,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,44,0.18,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
465,0d6bc8d3-0b87-4d22-8c5b-ed1f5fb1fc29,db8e27d1-e744-49d3-b1a4-2ac28da77a23,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,46,0.32,edge,,7/27/19 3:35,ccber_user,7/27/19 3:35,ccber_user
466,526381b1-b12d-4f96-b665-288557ab78a6,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,48,0.42,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
467,485cdecb-a180-4dad-8382-588560ca1887,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,emily and nancy,delsol_caminocorto,E,major,49,0,49,0.45,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
468,4b8a1d26-0091-4b10-a979-a8ebb579ba95,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,0,0.12,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
469,eec7ebfb-fbdb-4206-87e5-d08b60cd0f2c,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,2,0.23,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
470,1cdc7089-47e8-43cf-84f0-70889fb77ae7,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,4,0.25,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
471,880e15a7-d636-45e8-aed1-515b8a6a3a67,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,6,0.095,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
472,73eba5ea-945c-462a-9c3b-1970c2a817bb,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,8,0.085,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
473,83f91488-a2a8-4853-a63f-846bcdb30cdf,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,10,0.05,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
474,da2eb106-45f9-4358-af80-4cd4a92c47e4,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,12,0.005,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
475,8ff94eeb-23f2-45cc-a193-79b8ce4af91f,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,14,0.09,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
476,3644c464-11ba-458b-a0c4-51cd97428f97,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,16,0.125,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
477,824070e6-0964-45e5-b5c8-8d8e148ee43d,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,18,0.15,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
478,a504cc10-2404-44d9-b536-01e36f3afbfc,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,20,0.195,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
479,8abec84d-feeb-4c17-877a-e965619f1cdb,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,22,0.15,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
480,1762e000-f391-4c97-b722-3e16a045f19b,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,24,0.16,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
481,81a6a06e-ce71-43d4-bbbf-e08cd37a3303,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/26/19,"Nancy, Emily",delsol_caminocorto,E,minor,26,0,26,0.1,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
482,e5334aab-903c-4a49-9842-f1f6773fab6c,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,0,0.4,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
483,043ebafb-0c7b-4104-84cd-3471e4dcc54e,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,2,0.355,edge,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
484,4a4eb7a8-bacb-48b1-a1c3-a7068a2bf7f3,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,4,0.29,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
485,bf2b36aa-76dd-4887-b496-7133de6ae395,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,6,0.175,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
486,4a5ef720-b13b-4971-8f1f-649a607f796c,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,8,0.145,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
487,3a02e2f7-71e1-4d81-a428-d61ceb91ab7a,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,10,0.065,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
488,f4510540-3b09-496a-9d33-ec16a3c7a58e,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,12,0.06,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
489,a2a0c8f9-f635-4005-aecb-9a6b61f0b55b,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,14,0.055,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
490,e6745838-b24b-4469-b039-cf90c057dadd,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,16,0.04,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
491,1ce2d049-870d-4882-8298-7bfc77f32bc0,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,18,0,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
492,88925126-1d83-4dd2-afdf-53f900be7233,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,20,0.015,bottom,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
493,c2441d70-39d2-440f-9920-ad7875df5dff,a5d1de6c-5406-41e3-b8a5-4098abd85843,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,22,0.19,transition,,7/29/19 22:01,ccber_user,7/29/19 22:01,ccber_user
494,5348c923-eab5-4fb0-8e26-e125ee0076f9,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,24,0.35,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
495,64463e20-4280-4841-bc6b-8fa2fb823258,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,minor,26,0,26,0.345,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
496,86fe7078-686c-4257-853c-f3a8c1bfb9bf,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,0,0.255,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
497,8139c620-f7da-4e14-9b8e-a124bbe6b74c,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,2,0.145,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
498,bc18d8cc-856d-4f94-a8d1-fa0881a31866,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,4,0.135,,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
499,b82b9374-a23e-407a-9720-93ab80838007,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,6,0.07,transition,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
500,9377756d-df2d-4759-aa88-11e2405d663b,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,8,0.09,transition,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
501,74761ddb-8dd7-46c3-9cff-fd803d33e8d3,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,10,0.07,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
502,12261917-3435-42de-937a-e054908cd7cb,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,12,0.1,bottom,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
503,6e58e6ad-e2af-4c49-ae69-dc9f8e56304a,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,14,0.06,bottom,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
504,a64bb232-ee04-4445-8103-b73b8837f362,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,16,0.035,bottom,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
505,9fc7d8f6-c7b4-493e-ae00-c381a60c15d5,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,18,0.045,bottom,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
506,fe2e8974-5291-4d84-b2a9-def7f5b64f34,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,20,0.025,bottom,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
507,292d888e-5197-4cdd-a029-d7d00374abf4,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,22,0,bottom,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
508,cdde1514-99a4-4e86-82a8-7b89f833e7b0,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,24,0.01,bottom,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
509,cebc8872-9457-416f-b04a-a24d85821f5d,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,26,0.05,transition,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
510,dfa9c5f7-b3c3-4315-a58c-18cfd78ddb02,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,28,0.185,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
511,dfa40e60-4c22-4c89-a441-f52a414e91bb,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,30,0.195,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
512,de9c9a18-501b-4f3d-bdb5-95977af21a48,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,G,major,32,0,32,0.275,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
513,2a69c499-0a6e-4ed3-8a4f-ce8051b33f58,eac48ae1-de9a-4b0b-8ec9-9fcda478a1b6,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,0,0.315,edge,,7/29/19 22:37,ccber_user,7/29/19 22:37,ccber_user
514,b607cb57-6cff-47a4-b660-1dd7b7f75c9f,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,2,0.26,edge,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
515,d1bcec81-a1c5-4ac4-8201-e9bff51c74a8,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,4,0.205,transition,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
516,b4860fd2-66fc-49a1-81da-4ebb0710cf85,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,6,0.05,bottom,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
517,af918994-9212-4d4e-80f0-c321850bddd5,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,8,0.1,bottom,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
518,fb41a8b3-2099-4944-b525-19b6c520bd15,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,10,0.155,transition,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
519,0bbc1353-f4e0-4126-bac7-a12891d2d12a,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,12,0.37,edge,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
520,c627e469-d221-47bb-92cb-2bf25d5c7a38,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Thomas Nedungadan, Joanna Tang",delsol_caminocorto,F,minor,15,0,14,0.335,edge,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
521,88315559-a733-476c-a7e1-5a82bcd69519,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Ana, Nancy ",delsol_caminocorto,K,minor,15,0,0,0.525,edge,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
522,bca13ae5-27ec-4a4d-bf7b-14595cdd765b,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Ana, Nancy ",delsol_caminocorto,K,minor,15,0,2,0.495,edge,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
523,d6689562-9efb-4b24-9ad4-f4f23ee4533f,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Ana, Nancy ",delsol_caminocorto,K,minor,15,0,4,0.425,bottom,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
524,ea039b4c-e2b8-43ae-b125-9ef9f1cac864,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Ana, Nancy ",delsol_caminocorto,K,minor,15,0,6,0.135,transition,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
525,95d563af-af65-4ced-98c5-0378088acdae,4272bd2f-e684-4baf-b438-2aa4313f79ce,,7/25/19,"Ana, Nancy ",delsol_caminocorto,K,minor,15,0,8,0.04,bottom,,7/29/19 22:55,ccber_user,7/29/19 22:55,ccber_user
